Filter,SWAF,NAF,TAF
FP, 0.073, 0.100000, 0.057000
FP, 0.01, 0.082000, 0.038000
FP, 0.011, 0.095000, 0.038000
FP, 0.01, 0.103000, 0.038000
FP, 0.01, 0.102000, 0.040000
FP, 0.0065, 0.069000, 0.037000
FP, 0.0055, 0.071000, 0.038000
FP, 0.0055, 0.061000, 0.000000
FP, 0.0055, 0.087000, 0.000000
FP, 0.0055, 0.087000, 0.000000
FP, 0.0055, 0.087000, 0.000000
FP, 0.0055, 0.044000, 0.089000
FP, 0.0055, 0.057000, 0.000000
FP, 0.0055, 0.057000, 0.000000
FP, 0.0055, 0.057000, 0.000000
FP, 0.0055, 0.057000, 0.000000
FP, 0.0055, 0.057000, 0.000000
FP, 0.0055, 0.467000, 0.091000
PASS, 0.0055, 0.264000, 0.000000
FP, 0.002, 0.042000, 0.057000
FP, 0.003, 0.041000, 0.054000
FP, 0.0065, 0.138000, 0.115000
FP, 0.111, 0.067000, 0.085000
FP, 0.094, 0.067000, 0.086000
FP, 0.094, 0.667000, 0.111000
PASS, 0.094, 0.042000, 0.021000
FP, 0.094, 0.043000, 0.042000
FP, 0.094, 0.043000, 0.042000
FP, 0.094, 0.043000, 0.045000
FP, 0.094, 0.043000, 0.047000
FP, 0.094, 0.043000, 0.047000
FP, 0.094, 0.044000, 0.044000
FP, 0.094, 0.044000, 0.044000
FP, 0.094, 0.043000, 0.044000
FP, 0.094, 0.043000, 0.045000
FP, 0.094, 0.043000, 0.178000
FP, 0.565, 0.067000, 0.000000
FP, 0.018, 0.088000, 0.000000
FP, 0.014, 0.080000, 0.061000
FP, 0.013, 0.522000, 0.100000
FP, 0.013, 0.200000, 0.000000
FP, 0.015, 0.053000, 0.000000
FP, 0.016, 0.053000, 0.000000
FP, 0.0065, 0.049000, 0.000000
FP, 0.006, 0.049000, 0.000000
FP, 0.0065, 0.050000, 0.000000
FP, 0.0065, 0.300000, 0.167000
FP, 0.032, 0.111000, 0.044000
FP, 0.003, 0.074000, 0.024000
FP, 0.027, 0.122000, 0.023000
FP, 0.027, 0.120000, 0.023000
FP, 0.027, 0.120000, 0.023000
FP, 0.027, 0.118000, 0.022000
FP, 0.027, 0.104000, 0.022000
FP, 0.027, 0.085000, 0.000000
FP, 0.026, 0.083000, 0.000000
FP, 0.027, 0.083000, 0.000000
FP, 0.027, 0.085000, 0.000000
FP, 0.383, 0.500000, 0.217000
FP, 0.383, 0.070000, 0.000000
FP, 0.497, 0.590000, 0.182000
FP, 0.517, 0.590000, 0.190000
FP, 0.517, 0.138000, 0.033000
FP, 0.517, 0.044000, 0.026000
FP, 0.517, 0.047000, 0.026000
PASS, 0.517, 0.298000, 0.000000
FP, 0.517, 0.079000, 0.070000
FP, 0.379, 0.458000, 0.227000
FP, 0.043, 0.458000, 0.227000
FP, 0.019, 0.065000, 0.000000
FP, 0.012, 0.095000, 0.000000
PASS, 0.012, 0.078000, 0.020000
FP, 0.012, 0.043000, 0.000000
FP, 0.012, 0.042000, 0.000000
FP, 0.012, 0.042000, 0.000000
FP, 0.012, 0.040000, 0.000000
FP, 0.012, 0.038000, 0.000000
FP, 0.012, 0.041000, 0.000000
FP, 0.012, 0.040000, 0.000000
FP, 0.012, 0.039000, 0.000000
FP, 0.012, 0.889000, 0.000000
FP, 0.194, 0.500000, 0.000000
FP, 0.194, 1.000000, 1.000000
FP, 0.194, 0.143000, 0.000000
FP, 0.194, 0.188000, 0.182000
PASS, 0.194, 0.438000, 0.000000
FP, 0.023, 0.038000, 0.061000
FP, 0.023, 0.038000, 0.061000
FP, 0.017, 0.037000, 0.060000
FP, 0.12, 0.618000, 0.273000
FP, 0.12, 0.052000, 0.000000
FP, 0.04, 0.133000, 0.024000
FP, 0.039, 0.128000, 0.023000
FP, 0.04, 0.122000, 0.024000
FP, 0.04, 0.115000, 0.024000
FP, 0.039, 0.113000, 0.023000
FP, 0.041, 0.120000, 0.022000
FP, 0.04, 0.118000, 0.022000
FP, 0.04, 0.128000, 0.022000
FP, 0.0055, 0.041000, 0.019000
FP, 0.002, 0.039000, 0.019000
FP, 0.002, 0.036000, 0.020000
FP, 0.0015, 0.053000, 0.038000
FP, 0.0015, 0.051000, 0.037000
FP, 0.708, 0.500000, 0.242000
FP, 0.708, 0.051000, 0.000000
FP, 0.708, 0.051000, 0.000000
FP, 0.708, 0.051000, 0.000000
FP, 0.708, 0.051000, 0.000000
FP, 0.708, 0.053000, 0.000000
FP, 0.708, 0.055000, 0.000000
FP, 0.708, 0.054000, 0.000000
FP, 0.708, 0.052000, 0.000000
FP, 0.708, 0.054000, 0.000000
FP, 0.708, 0.056000, 0.000000
FP, 0.075, 0.211000, 0.100000
FP, 0.0045, 0.045000, 0.031000
FP, 0.0045, 0.047000, 0.034000
FP, 0.004, 0.050000, 0.033000
FP, 0.212, 0.476000, 0.375000
FP, 0.209, 0.524000, 0.211000
FP, 0.209, 0.200000, 0.048000
FP, 0.209, 0.087000, 0.023000
FP, 0.209, 0.087000, 0.025000
FP, 0.209, 0.085000, 0.000000
FP, 0.209, 0.194000, 0.105000
FP, 0.045, 0.045000, 0.058000
FP, 0.061, 0.043000, 0.058000
FP, 0.052, 0.043000, 0.060000
FP, 0.052, 0.068000, 0.000000
FP, 0.169, 0.417000, 0.133000
FP, 0.168, 0.417000, 0.133000
PASS, 0.168, 0.176000, 0.000000
FP, 0.159, 0.750000, 0.000000
FP, 0.159, 0.121000, 0.045000
FP, 0.159, 0.475000, 0.292000
FP, 0.028, 0.039000, 0.064000
FP, 0.028, 0.039000, 0.064000
FP, 0.028, 0.045000, 0.000000
FP, 0.028, 0.038000, 0.000000
FP, 0.028, 0.042000, 0.000000
FP, 0.028, 0.041000, 0.000000
FP, 0.028, 0.038000, 0.000000
FP, 0.028, 0.038000, 0.000000
FP, 0.028, 0.039000, 0.000000
FP, 0.028, 0.267000, 0.100000
FP, 0.028, 0.039000, 0.000000
FP, 0.001, 0.043000, 0.000000
FP, 0.001, 0.049000, 0.000000
FP, 0.001, 0.049000, 0.000000
FP, 0.005, 0.075000, 0.059000
FP, 0.0035, 0.077000, 0.057000
FP, 0.015, 0.045000, 0.000000
FP, 0.014, 0.044000, 0.000000
FP, 0.014, 0.047000, 0.000000
FP, 0.014, 0.043000, 0.000000
FP, 0.015, 0.048000, 0.000000
PASS, 0.015, 0.129000, 0.000000
FP, 0.005, 0.030000, 0.055000
FP, 0.0035, 0.030000, 0.056000
PASS, 0.018, 0.514000, 0.000000
PASS, 0.018, 0.389000, 0.000000
FP, 0.059, 0.143000, 0.045000
FP, 0.059, 0.462000, 0.259000
FP, 0.41, 0.667000, 0.333000
FP, 0.41, 0.263000, 0.091000
PASS, 0.41, 0.205000, 0.000000
FP, 0.41, 0.043000, 0.000000
FP, 0.41, 0.039000, 0.000000
FP, 0.41, 0.047000, 0.023000
FP, 0.0015, 0.058000, 0.050000
FP, 0.0015, 0.038000, 0.044000
FP, 0.0015, 0.037000, 0.040000
FP, 0.0015, 0.040000, 0.042000
FP, 0.0015, 0.042000, 0.043000
FP, 0.0015, 0.040000, 0.043000
FP, 0.003, 0.044000, 0.044000
FP, 0.003, 0.045000, 0.015000
FP, 0.001, 0.049000, 0.016000
FP, 0.001, 0.048000, 0.016000
FP, 0.001, 0.048000, 0.016000
FP, 0.34, 0.611000, 0.304000
FP, 0.34, 0.333000, 0.080000
FP, 0.34, 0.167000, 0.053000
FP, 0.714, 0.563000, 0.406000
PASS, 0.714, 0.441000, 0.000000
FP, 0.714, 0.035000, 0.116000
FP, 0.714, 0.033000, 0.095000
FP, 0.714, 0.053000, 0.042000
FP, 0.003, 0.081000, 0.040000
FP, 0.0035, 0.105000, 0.038000
FP, 0.009, 0.182000, 0.048000
FP, 0.015, 0.073000, 0.038000
FP, 0.025, 0.085000, 0.000000
FP, 0.024, 0.065000, 0.000000
FP, 0.068, 0.054000, 0.034000
FP, 0.074, 0.053000, 0.037000
FP, 0.077, 0.050000, 0.036000
FP, 0.077, 0.050000, 0.033000
FP, 0.077, 0.051000, 0.034000
FP, 0.078, 0.051000, 0.036000
FP, 0.079, 0.051000, 0.036000
FP, 0.011, 0.065000, 0.045000
FP, 0.011, 0.064000, 0.045000
FP, 0.011, 0.080000, 0.041000
FP, 0.011, 0.080000, 0.043000
FP, 0.012, 0.080000, 0.040000
FP, 0.012, 0.082000, 0.042000
FP, 0.012, 0.080000, 0.041000
FP, 0.012, 0.085000, 0.043000
FP, 0.012, 0.056000, 0.000000
FP, 0.012, 0.060000, 0.155000
FP, 0.007503, 0.045000, 0.031000
FP, 0.007503, 0.024000, 0.017000
FP, 0.205, 0.029000, 0.013000
FP, 0.205, 0.042000, 0.052000
FP, 0.154, 0.037000, 0.018000
FP, 0.154, 0.036000, 0.019000
FP, 0.001, 0.043000, 0.043000
FP, 0.013, 0.035000, 0.000000
FP, 0.024, 0.034000, 0.000000
FP, 0.024, 0.063000, 0.063000
PASS, 0.024, 0.489000, 0.000000
FP, 0.024, 0.333000, 0.000000
FP, 0.00927, 0.333000, 0.000000
FP, 0.065, 0.103000, 0.043000
FP, 0.001, 0.140000, 0.135000
FP, 0.014, 0.154000, 0.130000
FP, 0.033, 0.118000, 0.105000
FP, 0.055, 0.091000, 0.100000
FP, 0.043, 0.086000, 0.091000
FP, 0.043, 0.429000, 0.125000
FP, 0.043, 0.051000, 0.050000
FP, 0.043, 0.050000, 0.050000
FP, 0.043, 0.050000, 0.050000
FP, 0.043, 0.050000, 0.050000
FP, 0.043, 0.051000, 0.050000
FP, 0.043, 0.667000, 0.111000
FP, 0.043, 0.026000, 0.059000
FP, 0.109, 0.091000, 0.063000
FP, 0.017, 0.047000, 0.026000
FP, 0.0025, 0.077000, 0.036000
FP, 0.0025, 0.071000, 0.034000
FP, 0.002, 0.069000, 0.030000
FP, 0.002, 0.113000, 0.086000
FP, 0.002, 0.053000, 0.040000
FP, 0.041, 0.041000, 0.045000
FP, 0.041, 0.041000, 0.045000
FP, 0.041, 0.042000, 0.048000
FP, 0.04, 0.043000, 0.045000
FP, 0.04, 0.043000, 0.043000
FP, 0.039, 0.038000, 0.040000
FP, 0.0045, 0.111000, 0.000000
FP, 0.0045, 0.111000, 0.000000
FP, 0.002, 0.118000, 0.000000
FP, 0.0005, 0.121000, 0.000000
FP, 0.0005, 0.094000, 0.000000
FP, 0.224, 0.154000, 0.158000
FP, 0.128, 0.080000, 0.105000
FP, 0.128, 0.107000, 0.000000
FP, 0.128, 0.120000, 0.000000
FP, 0.128, 0.115000, 0.000000
FP, 0.128, 0.107000, 0.000000
FP, 0.128, 0.115000, 0.000000
FP, 0.128, 0.115000, 0.000000
FP, 0.128, 0.080000, 0.000000
FP, 0.006, 0.038000, 0.000000
FP, 0.0055, 0.038000, 0.000000
FP, 0.006, 0.039000, 0.000000
FP, 0.006, 0.039000, 0.000000
FP, 0.0075, 0.039000, 0.000000
FP, 0.0075, 0.039000, 0.000000
FP, 0.0075, 0.039000, 0.000000
FP, 0.0065, 0.038000, 0.000000
FP, 0.0065, 0.038000, 0.000000
FP, 0.0065, 0.038000, 0.000000
FP, 0.0065, 0.039000, 0.000000
FP, 0.0065, 0.364000, 0.182000
FP, 0.0045, 0.042000, 0.057000
FP, 0.005, 0.038000, 0.057000
FP, 0.0045, 0.038000, 0.059000
FP, 0.005, 0.039000, 0.063000
FP, 0.006, 0.041000, 0.063000
FP, 0.006, 0.041000, 0.063000
FP, 0.006, 0.105000, 0.000000
FP, 0.006, 0.108000, 0.000000
FP, 0.0075, 0.182000, 0.111000
FP, 0.018, 0.182000, 0.118000
FP, 0.018, 0.095000, 0.045000
FP, 0.078, 0.818000, 0.000000
FP, 0.003, 0.091000, 0.063000
FP, 0.017, 0.125000, 0.031000
FP, 0.0085, 0.118000, 0.120000
FP, 0.0015, 0.036000, 0.048000
FP, 0.0015, 0.038000, 0.048000
FP, 0.0015, 0.036000, 0.048000
FP, 0.0015, 0.036000, 0.048000
FP, 0.0015, 0.036000, 0.047000
FP, 0.0015, 0.036000, 0.047000
FP, 0.0015, 0.036000, 0.047000
FP, 0.036, 0.125000, 0.000000
FP, 0.023, 0.091000, 0.000000
FP, 0.023, 0.147000, 0.167000
FP, 0.009, 0.118000, 0.103000
FP, 0.004, 0.143000, 0.103000
FP, 0.013, 0.064000, 0.048000
FP, 0.021, 0.061000, 0.045000
FP, 0.021, 0.060000, 0.045000
FP, 0.016, 0.057000, 0.041000
FP, 0.014, 0.056000, 0.039000
FP, 0.015, 0.054000, 0.038000
FP, 0.014, 0.054000, 0.037000
FP, 0.014, 0.097000, 0.100000
PASS, 0.014, 0.419000, 0.000000
FP, 0.014, 0.050000, 0.024000
FP, 0.014, 0.049000, 0.023000
FP, 0.029, 0.042000, 0.025000
FP, 0.027, 0.041000, 0.024000
FP, 0.03, 0.042000, 0.024000
FP, 0.029, 0.042000, 0.024000
FP, 0.03, 0.042000, 0.047000
FP, 0.029, 0.041000, 0.047000
FP, 0.029, 0.042000, 0.047000
PASS, 0.029, 0.232000, 0.000000
FP, 0.029, 0.100000, 0.000000
FP, 0.029, 0.043000, 0.000000
PASS, 0.029, 0.231000, 0.020000
FP, 0.029, 0.086000, 0.027000
FP, 0.816, 0.047000, 0.000000
PASS, 0.816, 0.257000, 0.000000
FP, 0.008, 0.070000, 0.000000
FP, 0.0015, 0.059000, 0.000000
FP, 0.079, 0.103000, 0.000000
FP, 0.15, 0.167000, 0.043000
FP, 0.148, 0.167000, 0.043000
FP, 0.148, 0.571000, 0.375000
FP, 0.115, 0.500000, 0.000000
FP, 0.115, 0.043000, 0.017000
FP, 0.115, 0.029000, 0.013000
FP, 0.115, 0.083000, 0.024000
FP, 0.115, 0.079000, 0.024000
FP, 0.115, 0.079000, 0.024000
FP, 0.115, 0.057000, 0.024000
FP, 0.115, 0.057000, 0.023000
FP, 0.115, 0.057000, 0.024000
FP, 0.115, 0.074000, 0.000000
FP, 0.008, 0.429000, 0.105000
FP, 0.0065, 0.098000, 0.000000
FP, 0.0065, 0.091000, 0.000000
FP, 0.0065, 0.091000, 0.000000
FP, 0.0065, 0.109000, 0.000000
FP, 0.0065, 0.109000, 0.000000
FP, 0.0065, 0.106000, 0.000000
FP, 0.0065, 0.111000, 0.000000
FP, 0.006, 0.109000, 0.000000
FP, 0.006, 0.119000, 0.000000
FP, 0.004, 0.034000, 0.023000
PASS, 0.004, 0.268000, 0.024000
FP, 0.013, 0.033000, 0.098000
FP, 0.013, 0.050000, 0.000000
FP, 0.013, 0.047000, 0.039000
PASS, 0.013, 0.151000, 0.000000
FP, 0.019, 0.111000, 0.000000
FP, 0.069, 0.500000, 0.000000
FP, 0.071, 0.500000, 0.000000
FP, 0.071, 0.286000, 0.083000
FP, 0.071, 0.061000, 0.000000
FP, 0.0055, 0.100000, 0.000000
FP, 0.002014, 0.063000, 0.047000
PASS, 0.002014, 0.111000, 0.021000
FP, 0.002014, 0.057000, 0.034000
FP, 0.002014, 0.057000, 0.034000
FP, 0.002014, 0.057000, 0.034000
FP, 0.002014, 0.061000, 0.034000
FP, 0.002014, 0.138000, 0.141000
FP, 0.0035, 0.053000, 0.000000
FP, 0.0035, 0.051000, 0.000000
FP, 0.003, 0.053000, 0.000000
FP, 0.003, 0.053000, 0.000000
FP, 0.003, 0.050000, 0.000000
FP, 0.003, 0.051000, 0.000000
FP, 0.003, 0.167000, 0.040000
FP, 0.0005, 0.107000, 0.000000
FP, 0.0005, 0.107000, 0.000000
FP, 0.0005, 0.138000, 0.000000
FP, 0.001, 0.111000, 0.000000
FP, 0.001, 0.077000, 0.000000
FP, 0.001, 0.107000, 0.000000
FP, 0.001, 0.077000, 0.000000
FP, 0.001, 0.077000, 0.000000
FP, 0.001, 0.080000, 0.000000
FP, 0.005528, 0.143000, 0.027000
FP, 0.005528, 0.053000, 0.000000
FP, 0.048, 0.357000, 0.016000
PASS, 0.048, 0.280000, 0.000000
PASS, 0.048, 0.233000, 0.000000
FP, 0.048, 0.154000, 0.000000
FP, 0.0025, 0.037000, 0.020000
FP, 0.002, 0.034000, 0.018000
FP, 0.0025, 0.039000, 0.019000
FP, 0.0025, 0.038000, 0.019000
FP, 0.0025, 0.040000, 0.020000
FP, 0.0025, 0.040000, 0.020000
FP, 0.054, 0.097000, 0.000000
FP, 0.048, 0.103000, 0.000000
FP, 0.043, 0.138000, 0.000000
FP, 0.005, 0.120000, 0.000000
FP, 0.005, 0.087000, 0.000000
FP, 0.0045, 0.091000, 0.000000
FP, 0.0045, 1.000000, 0.000000
FP, 0.686, 0.087000, 0.059000
FP, 0.686, 0.048000, 0.000000
FP, 0.686, 0.044000, 0.000000
FP, 0.686, 0.044000, 0.000000
FP, 0.686, 0.043000, 0.000000
FP, 0.686, 0.043000, 0.000000
FP, 0.686, 0.044000, 0.000000
FP, 0.686, 0.044000, 0.000000
FP, 0.686, 0.519000, 0.200000
FP, 0.015, 0.038000, 0.022000
FP, 0.015, 0.038000, 0.022000
FP, 0.015, 0.039000, 0.023000
FP, 0.014, 0.038000, 0.023000
FP, 0.014, 0.039000, 0.026000
FP, 0.014, 0.038000, 0.026000
FP, 0.014, 0.038000, 0.026000
FP, 0.014, 0.038000, 0.027000
FP, 0.014, 0.500000, 0.150000
FP, 0.014, 1.000000, 0.500000
FP, 0.014, 0.073000, 0.029000
FP, 0.0015, 0.075000, 0.027000
FP, 0.001, 0.071000, 0.028000
FP, 0.0005, 0.048000, 0.029000
FP, 0.001, 0.047000, 0.029000
FP, 0.001, 0.045000, 0.028000
PASS, 0.0005, 0.400000, 0.000000
FP, 0.0005, 0.032000, 0.050000
FP, 0.0005, 0.032000, 0.049000
FP, 0.0005, 0.031000, 0.047000
FP, 0.0005, 0.033000, 0.053000
FP, 0.0005, 0.033000, 0.054000
FP, 0.0005, 0.429000, 0.182000
PASS, 0.0005, 0.246000, 0.000000
PASS, 0.0005, 0.133000, 0.050000
FP, 0.014, 0.150000, 0.000000
FP, 0.014, 0.077000, 0.053000
FP, 0.014, 0.125000, 0.027000
FP, 0.014, 0.122000, 0.024000
FP, 0.014, 0.103000, 0.000000
FP, 0.255, 0.630000, 0.250000
FP, 0.255, 0.060000, 0.000000
FP, 0.255, 0.167000, 0.000000
FP, 0.173, 0.741000, 0.360000
FP, 0.173, 0.071000, 0.000000
PASS, 0.173, 0.424000, 0.000000
FP, 0.173, 0.121000, 0.125000
FP, 0.173, 0.108000, 0.000000
FP, 0.173, 0.111000, 0.000000
FP, 0.053, 0.042000, 0.021000
FP, 0.027, 0.035000, 0.019000
FP, 0.024, 0.035000, 0.019000
FP, 0.024, 0.049000, 0.000000
FP, 0.024, 0.047000, 0.000000
FP, 0.0035, 0.050000, 0.000000
FP, 0.004, 0.050000, 0.000000
FP, 0.0045, 0.049000, 0.000000
FP, 0.0045, 0.049000, 0.000000
FP, 0.098, 0.200000, 0.038000
FP, 0.082, 0.172000, 0.036000
FP, 0.056, 0.074000, 0.033000
FP, 0.033, 0.071000, 0.000000
FP, 0.0045, 0.067000, 0.000000
FP, 0.0025, 0.067000, 0.000000
FP, 0.0025, 0.071000, 0.000000
FP, 0.0025, 0.067000, 0.000000
FP, 0.0025, 0.043000, 0.000000
FP, 0.0025, 0.043000, 0.000000
FP, 0.539, 0.038000, 0.000000
FP, 0.011, 0.091000, 0.067000
FP, 0.169, 0.250000, 0.130000
FP, 0.068, 0.200000, 0.143000
FP, 0.013, 0.182000, 0.135000
FP, 0.0015, 0.050000, 0.000000
FP, 0.0015, 0.048000, 0.000000
FP, 0.0015, 0.048000, 0.000000
FP, 0.0015, 0.049000, 0.000000
FP, 0.002, 0.047000, 0.000000
FP, 0.002, 0.047000, 0.000000
FP, 0.002, 0.049000, 0.000000
FP, 0.002, 0.049000, 0.000000
FP, 0.002, 0.050000, 0.000000
FP, 0.002, 0.051000, 0.000000
FP, 0.002, 0.500000, 0.000000
FP, 0.128, 0.667000, 0.000000
FP, 0.128, 0.114000, 0.029000
FP, 0.007035, 0.434000, 0.500000
FP, 0.007, 0.075000, 0.021000
FP, 0.007, 0.077000, 0.022000
FP, 0.007, 0.083000, 0.021000
FP, 0.007, 0.079000, 0.022000
FP, 0.007, 0.079000, 0.022000
FP, 0.007, 0.077000, 0.023000
FP, 0.007, 0.077000, 0.023000
FP, 0.007, 0.077000, 0.023000
FP, 0.0095, 0.050000, 0.000000
FP, 0.0095, 0.049000, 0.000000
FP, 0.008, 0.049000, 0.000000
FP, 0.0005, 0.051000, 0.000000
FP, 0.0005, 0.051000, 0.000000
FP, 0.0005, 0.049000, 0.000000
FP, 0.0005, 0.049000, 0.000000
FP, 0.012, 0.044000, 0.029000
FP, 0.018, 0.043000, 0.028000
FP, 0.015, 0.048000, 0.029000
FP, 0.008, 0.044000, 0.000000
FP, 0.428, 0.500000, 0.286000
FP, 0.013, 0.061000, 0.031000
FP, 0.023, 0.115000, 0.120000
FP, 0.005, 0.042000, 0.083000
FP, 0.0025, 0.047000, 0.047000
FP, 0.0075, 0.063000, 0.000000
FP, 0.022, 0.061000, 0.000000
FP, 0.022, 0.061000, 0.000000
FP, 0.09, 0.286000, 0.250000
FP, 0.18, 0.500000, 0.000000
FP, 0.011, 0.071000, 0.043000
FP, 0.012, 0.071000, 0.043000
FP, 0.012, 0.070000, 0.042000
FP, 0.012, 0.069000, 0.041000
FP, 0.012, 0.069000, 0.061000
FP, 0.012, 0.066000, 0.058000
FP, 0.03, 0.130000, 0.071000
FP, 0.214, 0.667000, 0.000000
FP, 0.0045, 0.063000, 0.000000
FP, 0.009, 0.089000, 0.000000
FP, 0.009, 0.093000, 0.000000
FP, 0.0015, 0.074000, 0.000000
FP, 0.0015, 0.091000, 0.050000
FP, 0.0015, 0.100000, 0.000000
PASS, 0.014, 0.132000, 0.029000
FP, 0.256, 0.444000, 0.000000
FP, 0.256, 0.086000, 0.077000
PASS, 0.256, 0.300000, 0.000000
PASS, 0.256, 0.118000, 0.000000
FP, 0.256, 0.053000, 0.000000
PASS, 0.002, 0.121000, 0.000000
FP, 0.006826, 0.188000, 0.111000
FP, 0.006826, 0.086000, 0.000000
FP, 0.001183, 0.077000, 0.000000
FP, 0.018, 0.063000, 0.029000
FP, 0.015, 0.059000, 0.030000
FP, 0.013, 0.061000, 0.031000
FP, 0.011, 0.067000, 0.032000
FP, 0.0075, 0.069000, 0.030000
FP, 0.094, 0.129000, 0.037000
FP, 0.081, 0.118000, 0.000000
FP, 0.039, 0.091000, 0.000000
PASS, 0.05, 0.065000, 0.027000
FP, 0.05, 0.200000, 0.087000
FP, 0.05, 0.500000, 0.000000
FP, 0.05, 0.125000, 0.000000
FP, 0.05, 0.087000, 0.000000
FP, 0.05, 0.100000, 0.000000
FP, 0.05, 0.087000, 0.049000
FP, 0.05, 0.083000, 0.047000
FP, 0.002, 0.250000, 0.227000
FP, 0.002, 0.167000, 0.119000
FP, 0.008, 0.158000, 0.071000
FP, 0.0015, 0.065000, 0.050000
FP, 0.0015, 0.067000, 0.050000
FP, 0.0015, 0.500000, 0.000000
FP, 0.018, 0.190000, 0.056000
FP, 0.018, 0.061000, 0.077000
FP, 0.018, 0.135000, 0.087000
PASS, 0.018, 0.128000, 0.000000
FP, 0.018, 0.167000, 0.000000
FP, 0.072, 0.667000, 0.000000
FP, 0.072, 0.039000, 0.035000
FP, 0.072, 0.050000, 0.031000
FP, 0.072, 0.041000, 0.028000
PASS, 0.072, 0.429000, 0.000000
FP, 0.265, 0.116000, 0.188000
PASS, 0.036, 0.100000, 0.009259
PASS, 0.036, 0.474000, 0.000000
FP, 0.021, 0.070000, 0.083000
FP, 0.069, 0.054000, 0.123000
FP, 0.092, 1.000000, 0.000000
FP, 0.105, 0.167000, 0.000000
FP, 0.107, 0.167000, 0.000000
FP, 0.099, 0.167000, 0.000000
FP, 0.011, 0.385000, 0.056000
FP, 0.011, 0.074000, 0.053000
FP, 0.011, 0.333000, 0.000000
FP, 0.0045, 0.150000, 0.095000
FP, 0.0085, 0.111000, 0.000000
FP, 0.0085, 0.091000, 0.059000
FP, 0.005, 0.091000, 0.059000
FP, 0.0055, 0.091000, 0.059000
FP, 0.0055, 0.100000, 0.000000
FP, 0.27, 0.167000, 0.000000
FP, 0.271, 0.167000, 0.000000
FP, 0.006, 0.091000, 0.070000
FP, 0.003, 0.067000, 0.045000
FP, 0.003, 1.000000, 0.000000
FP, 0.003, 0.088000, 0.000000
FP, 0.003, 0.088000, 0.000000
FP, 0.003, 0.061000, 0.000000
FP, 0.003, 0.035000, 0.000000
FP, 0.003, 0.036000, 0.000000
FP, 0.003, 0.036000, 0.000000
FP, 0.003, 0.037000, 0.000000
FP, 0.003, 0.037000, 0.000000
FP, 0.003, 0.039000, 0.000000
FP, 0.003, 0.041000, 0.000000
FP, 0.003, 0.042000, 0.000000
FP, 0.003, 0.041000, 0.000000
FP, 0.003, 0.043000, 0.000000
FP, 0.029, 0.130000, 0.088000
FP, 0.029, 0.042000, 0.000000
FP, 0.004, 0.051000, 0.000000
FP, 0.008, 0.077000, 0.033000
PASS, 0.008, 0.041000, 0.012000
FP, 0.0025, 0.139000, 0.100000
FP, 0.08, 0.571000, 0.238000
FP, 0.0065, 0.068000, 0.029000
FP, 0.007, 0.071000, 0.000000
FP, 0.006, 0.049000, 0.000000
FP, 0.007, 0.088000, 0.059000
FP, 0.0075, 0.088000, 0.059000
FP, 0.0075, 0.429000, 0.100000
FP, 0.0075, 0.462000, 0.100000
FP, 0.0075, 0.120000, 0.000000
FP, 0.0075, 0.138000, 0.042000
FP, 0.0025, 0.130000, 0.000000
FP, 0.0025, 0.130000, 0.000000
FP, 0.0025, 0.125000, 0.000000
FP, 0.0025, 0.120000, 0.000000
FP, 0.0025, 0.125000, 0.000000
FP, 0.0025, 0.125000, 0.000000
FP, 0.0025, 0.120000, 0.000000
FP, 0.0025, 0.083000, 0.000000
FP, 0.0025, 0.083000, 0.000000
FP, 0.0025, 0.083000, 0.000000
FP, 0.0025, 0.083000, 0.000000
FP, 0.0025, 0.047000, 0.025000
FP, 0.002, 0.047000, 0.025000
FP, 0.058, 0.143000, 0.077000
FP, 0.058, 0.188000, 0.053000
FP, 0.058, 0.056000, 0.000000
FP, 0.058, 0.054000, 0.000000
FP, 0.058, 0.054000, 0.000000
FP, 0.058, 0.054000, 0.000000
FP, 0.018, 0.111000, 0.000000
FP, 0.003, 0.056000, 0.037000
FP, 0.003, 0.056000, 0.037000
FP, 0.0045, 0.048000, 0.000000
FP, 0.0045, 0.047000, 0.000000
FP, 0.003, 0.047000, 0.000000
FP, 0.002, 0.047000, 0.000000
FP, 0.001, 0.047000, 0.000000
FP, 0.0025, 0.088000, 0.000000
FP, 0.0025, 0.088000, 0.000000
FP, 0.0025, 0.059000, 0.000000
FP, 0.0025, 0.059000, 0.000000
FP, 0.0025, 0.061000, 0.000000
FP, 0.0025, 0.061000, 0.000000
FP, 0.0025, 0.061000, 0.000000
FP, 0.0025, 0.061000, 0.000000
FP, 0.0025, 0.059000, 0.000000
FP, 0.0025, 0.063000, 0.000000
FP, 0.005, 0.067000, 0.065000
FP, 0.004, 0.061000, 0.061000
FP, 0.0035, 0.091000, 0.061000
FP, 0.0025, 0.100000, 0.059000
FP, 0.0025, 0.071000, 0.059000
FP, 0.0025, 0.074000, 0.057000
PASS, 0.0025, 0.086000, 0.000000
FP, 0.086, 0.133000, 0.031000
FP, 0.013, 0.083000, 0.000000
FP, 0.013, 0.083000, 0.000000
FP, 0.012, 0.250000, 0.042000
FP, 0.012, 0.039000, 0.046000
FP, 0.012, 0.250000, 0.056000
FP, 0.011, 0.053000, 0.000000
FP, 0.011, 0.053000, 0.000000
FP, 0.009, 0.054000, 0.000000
FP, 0.0085, 0.056000, 0.000000
FP, 0.0085, 0.054000, 0.030000
